week,colour_group_name,sales_count
2020-02-10,Light Orange,2292
2020-02-10,Light Pink,7466
2020-02-10,Light Purple,1234
2020-02-10,Light Red,296
2020-02-10,Light Turquoise,221
2020-02-10,Light Yellow,1597
2020-02-10,Off White,5585
2020-02-10,Orange,951
2020-02-10,Other,11
2020-02-10,Other Blue,24
2020-02-10,Other Green,418
2020-02-10,Other Orange,76
2020-02-10,Other Pink,518
2020-02-10,Other Purple,11
2020-02-10,Other Red,61
2020-02-10,Other Yellow,600
2020-02-10,Pink,6544
2020-02-10,Purple,154
2020-02-10,Red,5201
2020-02-10,Silver,1033
2020-02-10,Transparent,43
2020-02-10,Turquoise,219
2020-02-10,Unknown,10
2020-02-10,White,19456
2020-02-10,Yellow,2389
2020-02-10,Yellowish Brown,2846
2020-02-17,Beige,9064
2020-02-17,Black,85584
2020-02-17,Blue,7417
2020-02-17,Bronze/Copper,34
2020-02-17,Dark Beige,3415
2020-02-17,Dark Blue,10604
2020-02-17,Dark Green,6279
2020-02-17,Dark Grey,5148
2020-02-17,Dark Orange,1318
2020-02-17,Dark Pink,1371
2020-02-17,Dark Purple,247
2020-02-17,Dark Red,3491
2020-02-17,Dark Turquoise,447
2020-02-17,Dark Yellow,731
2020-02-17,Gold,2135
2020-02-17,Green,1382
2020-02-17,Greenish Khaki,6541
2020-02-17,Grey,5332
2020-02-17,Greyish Beige,547
2020-02-17,Light Beige,9058
2020-02-17,Light Blue,5921
2020-02-17,Light Green,864
2020-02-17,Light Grey,3055
2020-02-17,Light Orange,2583
2020-02-17,Light Pink,7476
2020-02-17,Light Purple,1623
2020-02-17,Light Red,366
2020-02-17,Light Turquoise,336
2020-02-17,Light Yellow,1485
2020-02-17,Off White,6238
2020-02-17,Orange,961
2020-02-17,Other,7
2020-02-17,Other Blue,115
2020-02-17,Other Green,418
2020-02-17,Other Orange,98
2020-02-17,Other Pink,1101
2020-02-17,Other Purple,10
2020-02-17,Other Red,72
2020-02-17,Other Yellow,519
2020-02-17,Pink,6163
2020-02-17,Purple,182
2020-02-17,Red,4863
2020-02-17,Silver,1127
2020-02-17,Transparent,52
2020-02-17,Turquoise,201
2020-02-17,Unknown,6
2020-02-17,White,19928
2020-02-17,Yellow,2269
2020-02-17,Yellowish Brown,2683
2020-02-24,Beige,9726
2020-02-24,Black,94331
2020-02-24,Blue,9126
2020-02-24,Bronze/Copper,70
2020-02-24,Dark Beige,3642
2020-02-24,Dark Blue,12922
2020-02-24,Dark Green,7200
2020-02-24,Dark Grey,5321
2020-02-24,Dark Orange,1541
2020-02-24,Dark Pink,1421
2020-02-24,Dark Purple,204
2020-02-24,Dark Red,3739
2020-02-24,Dark Turquoise,422
2020-02-24,Dark Yellow,720
2020-02-24,Gold,2222
2020-02-24,Green,2438
2020-02-24,Greenish Khaki,7581
2020-02-24,Grey,5692
2020-02-24,Greyish Beige,509
2020-02-24,Light Beige,10427
2020-02-24,Light Blue,7242
2020-02-24,Light Green,1199
2020-02-24,Light Grey,3177
2020-02-24,Light Orange,2937
2020-02-24,Light Pink,8223
2020-02-24,Light Purple,2499
2020-02-24,Light Red,588
2020-02-24,Light Turquoise,285
2020-02-24,Light Yellow,1673
2020-02-24,Off White,6661
2020-02-24,Orange,931
2020-02-24,Other,7
2020-02-24,Other Blue,29
2020-02-24,Other Green,491
2020-02-24,Other Orange,83
2020-02-24,Other Pink,676
2020-02-24,Other Purple,15
2020-02-24,Other Red,53
2020-02-24,Other Yellow,466
2020-02-24,Pink,6667
2020-02-24,Purple,183
2020-02-24,Red,5404
2020-02-24,Silver,1311
2020-02-24,Transparent,74
2020-02-24,Turquoise,178
2020-02-24,Unknown,6
2020-02-24,White,22820
2020-02-24,Yellow,2585
2020-02-24,Yellowish Brown,2796
2020-03-02,Beige,11795
2020-03-02,Black,106698
2020-03-02,Blue,9427
2020-03-02,Bronze/Copper,90
2020-03-02,Dark Beige,3827
2020-03-02,Dark Blue,14516
2020-03-02,Dark Green,6626
2020-03-02,Dark Grey,5848
2020-03-02,Dark Orange,2129
2020-03-02,Dark Pink,1534
2020-03-02,Dark Purple,185
2020-03-02,Dark Red,4152
2020-03-02,Dark Turquoise,490
2020-03-02,Dark Yellow,864
2020-03-02,Gold,2763
2020-03-02,Green,2533
2020-03-02,Greenish Khaki,7945
2020-03-02,Grey,5734
2020-03-02,Greyish Beige,618
2020-03-02,Light Beige,13095
2020-03-02,Light Blue,7953
2020-03-02,Light Green,1518
2020-03-02,Light Grey,4113
2020-03-02,Light Orange,4018
2020-03-02,Light Pink,9840
2020-03-02,Light Purple,2397
2020-03-02,Light Red,586
2020-03-02,Light Turquoise,501
2020-03-02,Light Yellow,2103
2020-03-02,Off White,8113
2020-03-02,Orange,1549
2020-03-02,Other,16
2020-03-02,Other Blue,48
2020-03-02,Other Green,618
2020-03-02,Other Orange,189
2020-03-02,Other Pink,815
2020-03-02,Other Purple,8
2020-03-02,Other Red,73
2020-03-02,Other Yellow,407
2020-03-02,Pink,8326
2020-03-02,Purple,184
2020-03-02,Red,6613
2020-03-02,Silver,1530
2020-03-02,Transparent,86
2020-03-02,Turquoise,252
2020-03-02,Unknown,8
2020-03-02,White,25047
2020-03-02,Yellow,3946
2020-03-02,Yellowish Brown,3397
2020-03-09,Beige,9057
2020-03-09,Black,80775
2020-03-09,Blue,8075
2020-03-09,Bronze/Copper,94
2020-03-09,Dark Beige,3056
2020-03-09,Dark Blue,11706
2020-03-09,Dark Green,4778
2020-03-09,Dark Grey,4466
2020-03-09,Dark Orange,1925
2020-03-09,Dark Pink,1233
2020-03-09,Dark Purple,134
2020-03-09,Dark Red,2824
2020-03-09,Dark Turquoise,404
2020-03-09,Dark Yellow,716
2020-03-09,Gold,2056
2020-03-09,Green,2144
2020-03-09,Greenish Khaki,7004
2020-03-09,Grey,5568
2020-03-09,Greyish Beige,537
2020-03-09,Light Beige,11221
2020-03-09,Light Blue,6908
2020-03-09,Light Green,994
2020-03-09,Light Grey,3062
2020-03-09,Light Orange,3539
2020-03-09,Light Pink,7785
2020-03-09,Light Purple,1933
2020-03-09,Light Red,647
2020-03-09,Light Turquoise,424
2020-03-09,Light Yellow,1695
2020-03-09,Off White,6379
2020-03-09,Orange,1195
2020-03-09,Other,20
2020-03-09,Other Blue,20
2020-03-09,Other Green,490
2020-03-09,Other Orange,201
2020-03-09,Other Pink,812
2020-03-09,Other Purple,7
2020-03-09,Other Red,58
2020-03-09,Other Yellow,364
2020-03-09,Pink,5654
2020-03-09,Purple,172
2020-03-09,Red,5195
2020-03-09,Silver,1125
2020-03-09,Transparent,36
2020-03-09,Turquoise,260
2020-03-09,Unknown,5
2020-03-09,White,21918
2020-03-09,Yellow,3225
2020-03-09,Yellowish Brown,3206
2020-03-16,Beige,7345
2020-03-16,Black,61927
2020-03-16,Blue,6865
2020-03-16,Bronze/Copper,117
2020-03-16,Dark Beige,2004
2020-03-16,Dark Blue,8411
2020-03-16,Dark Green,2915
2020-03-16,Dark Grey,3559
2020-03-16,Dark Orange,1791
2020-03-16,Dark Pink,1084
2020-03-16,Dark Purple,166
2020-03-16,Dark Red,1549
2020-03-16,Dark Turquoise,219
2020-03-16,Dark Yellow,599
2020-03-16,Gold,1511
2020-03-16,Green,1872
2020-03-16,Greenish Khaki,5841
2020-03-16,Grey,4583
2020-03-16,Greyish Beige,230
2020-03-16,Light Beige,8207
2020-03-16,Light Blue,6049
2020-03-16,Light Green,859
2020-03-16,Light Grey,2283
2020-03-16,Light Orange,2770
2020-03-16,Light Pink,5921
2020-03-16,Light Purple,1660
2020-03-16,Light Red,455
2020-03-16,Light Turquoise,363
2020-03-16,Light Yellow,1875
2020-03-16,Off White,5313
2020-03-16,Orange,729
2020-03-16,Other,7
2020-03-16,Other Blue,10
2020-03-16,Other Green,253
2020-03-16,Other Orange,143
2020-03-16,Other Pink,556
2020-03-16,Other Purple,4
2020-03-16,Other Red,29
2020-03-16,Other Yellow,256
2020-03-16,Pink,4500
2020-03-16,Purple,67
2020-03-16,Red,4101
2020-03-16,Silver,569
2020-03-16,Transparent,15
2020-03-16,Turquoise,144
2020-03-16,Unknown,5
2020-03-16,White,19303
2020-03-16,Yellow,2352
2020-03-16,Yellowish Brown,2270
2020-03-23,Beige,10064
2020-03-23,Black,75675
2020-03-23,Blue,9365
2020-03-23,Bronze/Copper,135
2020-03-23,Dark Beige,2278
2020-03-23,Dark Blue,10165
2020-03-23,Dark Green,3059
2020-03-23,Dark Grey,4206
2020-03-23,Dark Orange,2323
2020-03-23,Dark Pink,1127
2020-03-23,Dark Purple,218
2020-03-23,Dark Red,1618
2020-03-23,Dark Turquoise,207
2020-03-23,Dark Yellow,799
2020-03-23,Gold,1526
2020-03-23,Green,1944
2020-03-23,Greenish Khaki,8420
2020-03-23,Grey,5868
2020-03-23,Greyish Beige,207
2020-03-23,Light Beige,9618
2020-03-23,Light Blue,7464
2020-03-23,Light Green,1182
2020-03-23,Light Grey,3061
2020-03-23,Light Orange,3235
2020-03-23,Light Pink,7161
2020-03-23,Light Purple,1582
2020-03-23,Light Red,815
2020-03-23,Light Turquoise,438
2020-03-23,Light Yellow,2103
2020-03-23,Off White,6898
2020-03-23,Orange,740
2020-03-23,Other,5
2020-03-23,Other Blue,14
2020-03-23,Other Green,340
2020-03-23,Other Orange,121
2020-03-23,Other Pink,577
2020-03-23,Other Purple,3
2020-03-23,Other Red,23
2020-03-23,Other Yellow,394
2020-03-23,Pink,4944
2020-03-23,Purple,63
2020-03-23,Red,5384
2020-03-23,Silver,507
2020-03-23,Transparent,31
2020-03-23,Turquoise,208
2020-03-23,Unknown,5
2020-03-23,White,24947
2020-03-23,Yellow,2606
2020-03-23,Yellowish Brown,2170
2020-03-30,Beige,12333
2020-03-30,Black,104055
2020-03-30,Blue,13678
2020-03-30,Bronze/Copper,207
2020-03-30,Dark Beige,3264
2020-03-30,Dark Blue,14832
2020-03-30,Dark Green,9338
2020-03-30,Dark Grey,5480
2020-03-30,Dark Orange,2713
2020-03-30,Dark Pink,1378
2020-03-30,Dark Purple,198
2020-03-30,Dark Red,2046
2020-03-30,Dark Turquoise,194
2020-03-30,Dark Yellow,1160
2020-03-30,Gold,1942
2020-03-30,Green,3028
2020-03-30,Greenish Khaki,12124
2020-03-30,Grey,7332
2020-03-30,Greyish Beige,288
2020-03-30,Light Beige,14315
2020-03-30,Light Blue,11473
2020-03-30,Light Green,1486
2020-03-30,Light Grey,4105
2020-03-30,Light Orange,4387
2020-03-30,Light Pink,9587
2020-03-30,Light Purple,2129
2020-03-30,Light Red,1363
2020-03-30,Light Turquoise,885
2020-03-30,Light Yellow,2821
2020-03-30,Off White,9731
2020-03-30,Orange,1124
2020-03-30,Other,33
2020-03-30,Other Blue,22
2020-03-30,Other Green,441
2020-03-30,Other Orange,106
2020-03-30,Other Pink,1196
2020-03-30,Other Purple,2
2020-03-30,Other Red,26
2020-03-30,Other Yellow,383
2020-03-30,Pink,6677
2020-03-30,Purple,121
2020-03-30,Red,7605
2020-03-30,Silver,893
2020-03-30,Transparent,33
2020-03-30,Turquoise,282
2020-03-30,Unknown,3
2020-03-30,White,38412
2020-03-30,Yellow,3730
2020-03-30,Yellowish Brown,3036
2020-04-06,Beige,13358
2020-04-06,Black,130296
2020-04-06,Blue,19889
2020-04-06,Bronze/Copper,438
2020-04-06,Dark Beige,3650
2020-04-06,Dark Blue,21624
2020-04-06,Dark Green,12976
2020-04-06,Dark Grey,6714
2020-04-06,Dark Orange,3801
2020-04-06,Dark Pink,1753
2020-04-06,Dark Purple,407
2020-04-06,Dark Red,2190
2020-04-06,Dark Turquoise,208
2020-04-06,Dark Yellow,1629
2020-04-06,Gold,1919
2020-04-06,Green,4272
2020-04-06,Greenish Khaki,16122
2020-04-06,Grey,8941
2020-04-06,Greyish Beige,291
2020-04-06,Light Beige,20982
2020-04-06,Light Blue,15679
2020-04-06,Light Green,2030
2020-04-06,Light Grey,4510
2020-04-06,Light Orange,5458
2020-04-06,Light Pink,12422
2020-04-06,Light Purple,3278
2020-04-06,Light Red,1302
2020-04-06,Light Turquoise,1395
2020-04-06,Light Yellow,5024
2020-04-06,Off White,11011
2020-04-06,Orange,1637
2020-04-06,Other,150
2020-04-06,Other Blue,21
2020-04-06,Other Green,638
2020-04-06,Other Orange,119
2020-04-06,Other Pink,3970
2020-04-06,Other Purple,46
2020-04-06,Other Red,40
2020-04-06,Other Turquoise,7
2020-04-06,Other Yellow,644
2020-04-06,Pink,7603
2020-04-06,Purple,253
2020-04-06,Red,8984
2020-04-06,Silver,632
2020-04-06,Transparent,32
2020-04-06,Turquoise,555
2020-04-06,Unknown,4
2020-04-06,White,57242
2020-04-06,Yellow,5912
2020-04-06,Yellowish Brown,4236
2020-04-13,Beige,6974
2020-04-13,Black,69707
2020-04-13,Blue,10668
2020-04-13,Bronze/Copper,161
2020-04-13,Dark Beige,2089
2020-04-13,Dark Blue,10960
2020-04-13,Dark Green,6682
2020-04-13,Dark Grey,3002
2020-04-13,Dark Orange,1581
2020-04-13,Dark Pink,1133
2020-04-13,Dark Purple,241
2020-04-13,Dark Red,1343
2020-04-13,Dark Turquoise,120
2020-04-13,Dark Yellow,577
2020-04-13,Gold,1246
2020-04-13,Green,1631
2020-04-13,Greenish Khaki,8457
2020-04-13,Grey,4279
2020-04-13,Greyish Beige,184
2020-04-13,Light Beige,9092
2020-04-13,Light Blue,8266
2020-04-13,Light Green,1034
2020-04-13,Light Grey,2325
2020-04-13,Light Orange,3273
2020-04-13,Light Pink,7567
2020-04-13,Light Purple,1398
2020-04-13,Light Red,810
2020-04-13,Light Turquoise,487
2020-04-13,Light Yellow,2905
2020-04-13,Off White,6182
2020-04-13,Orange,757
2020-04-13,Other,62
2020-04-13,Other Blue,12
2020-04-13,Other Green,281
2020-04-13,Other Orange,96
2020-04-13,Other Pink,1340
2020-04-13,Other Purple,30
2020-04-13,Other Red,63
2020-04-13,Other Yellow,332
2020-04-13,Pink,4643
2020-04-13,Purple,115
2020-04-13,Red,4291
2020-04-13,Silver,364
2020-04-13,Transparent,10
2020-04-13,Turquoise,260
2020-04-13,White,31293
2020-04-13,Yellow,3236
2020-04-13,Yellowish Brown,2084
2020-04-20,Beige,8837
2020-04-20,Black,96338
2020-04-20,Blue,14320
2020-04-20,Bronze/Copper,248
2020-04-20,Dark Beige,2751
2020-04-20,Dark Blue,15049
2020-04-20,Dark Green,8502
2020-04-20,Dark Grey,3837
2020-04-20,Dark Orange,2182
2020-04-20,Dark Pink,1617
2020-04-20,Dark Purple,427
2020-04-20,Dark Red,1517
2020-04-20,Dark Turquoise,149
2020-04-20,Dark Yellow,772
2020-04-20,Gold,1977
2020-04-20,Green,2938
2020-04-20,Greenish Khaki,10281
2020-04-20,Grey,5104
2020-04-20,Greyish Beige,212
2020-04-20,Light Beige,13032
2020-04-20,Light Blue,11701
2020-04-20,Light Green,1361
2020-04-20,Light Grey,2670
2020-04-20,Light Orange,4535
2020-04-20,Light Pink,9918
2020-04-20,Light Purple,1578
2020-04-20,Light Red,1017
2020-04-20,Light Turquoise,607
2020-04-20,Light Yellow,4219
2020-04-20,Off White,8773
2020-04-20,Orange,930
2020-04-20,Other,31
2020-04-20,Other Blue,13
2020-04-20,Other Green,234
2020-04-20,Other Orange,135
2020-04-20,Other Pink,1731
2020-04-20,Other Purple,70
2020-04-20,Other Red,61
2020-04-20,Other Yellow,364
2020-04-20,Pink,6285
2020-04-20,Purple,83
2020-04-20,Red,6058
2020-04-20,Silver,505
2020-04-20,Transparent,6
2020-04-20,Turquoise,356
2020-04-20,Unknown,1
2020-04-20,White,42161
2020-04-20,Yellow,3917
2020-04-20,Yellowish Brown,2598
2020-04-27,Beige,7155
2020-04-27,Black,70531
2020-04-27,Blue,11010
2020-04-27,Bronze/Copper,119
2020-04-27,Dark Beige,2116
2020-04-27,Dark Blue,11526
2020-04-27,Dark Green,5826
2020-04-27,Dark Grey,3303
2020-04-27,Dark Orange,2232
2020-04-27,Dark Pink,1039
2020-04-27,Dark Purple,282
2020-04-27,Dark Red,1413
2020-04-27,Dark Turquoise,103
2020-04-27,Dark Yellow,621
2020-04-27,Gold,1504
2020-04-27,Green,2318
2020-04-27,Greenish Khaki,7144
2020-04-27,Grey,4335
2020-04-27,Greyish Beige,166
2020-04-27,Light Beige,10610
2020-04-27,Light Blue,8921
2020-04-27,Light Green,938
2020-04-27,Light Grey,1991
2020-04-27,Light Orange,3479
2020-04-27,Light Pink,6373
2020-04-27,Light Purple,1610
2020-04-27,Light Red,690
2020-04-27,Light Turquoise,407
2020-04-27,Light Yellow,2563
2020-04-27,Off White,6151
2020-04-27,Orange,784
2020-04-27,Other,31
2020-04-27,Other Blue,9
2020-04-27,Other Green,122
2020-04-27,Other Orange,210
2020-04-27,Other Pink,959
2020-04-27,Other Purple,36
2020-04-27,Other Red,23
2020-04-27,Other Yellow,245
2020-04-27,Pink,4357
2020-04-27,Purple,79
2020-04-27,Red,4462
2020-04-27,Silver,294
2020-04-27,Transparent,5
2020-04-27,Turquoise,349
2020-04-27,Unknown,1
2020-04-27,White,30005
2020-04-27,Yellow,2602
2020-04-27,Yellowish Brown,1928
2020-05-04,Beige,7522
2020-05-04,Black,72530
2020-05-04,Blue,11408
2020-05-04,Bronze/Copper,99
2020-05-04,Dark Beige,1917
2020-05-04,Dark Blue,11535
2020-05-04,Dark Green,5578
2020-05-04,Dark Grey,3715
2020-05-04,Dark Orange,2651
2020-05-04,Dark Pink,939
2020-05-04,Dark Purple,207
2020-05-04,Dark Red,1721
2020-05-04,Dark Turquoise,226
2020-05-04,Dark Yellow,727
2020-05-04,Gold,1573
2020-05-04,Green,2455
2020-05-04,Greenish Khaki,7346
2020-05-04,Grey,4403
2020-05-04,Greyish Beige,189
2020-05-04,Light Beige,11576
2020-05-04,Light Blue,9752
2020-05-04,Light Green,1789
2020-05-04,Light Grey,2023
2020-05-04,Light Orange,3593
2020-05-04,Light Pink,7197
2020-05-04,Light Purple,2964
2020-05-04,Light Red,571
2020-05-04,Light Turquoise,516
2020-05-04,Light Yellow,2737
2020-05-04,Off White,7767
2020-05-04,Orange,1128
2020-05-04,Other,57
2020-05-04,Other Blue,16
2020-05-04,Other Green,189
2020-05-04,Other Orange,209
2020-05-04,Other Pink,1012
2020-05-04,Other Purple,32
2020-05-04,Other Red,26
2020-05-04,Other Yellow,364
2020-05-04,Pink,4556
2020-05-04,Purple,74
2020-05-04,Red,5525
2020-05-04,Silver,445
2020-05-04,Transparent,20
2020-05-04,Turquoise,297
2020-05-04,Unknown,1
2020-05-04,White,32091
2020-05-04,Yellow,2664
2020-05-04,Yellowish Brown,2189
2020-05-11,Beige,8434
2020-05-11,Black,84523
2020-05-11,Blue,11578
2020-05-11,Bronze/Copper,99
2020-05-11,Dark Beige,2143
2020-05-11,Dark Blue,12680
2020-05-11,Dark Green,7313
2020-05-11,Dark Grey,3863
2020-05-11,Dark Orange,3273
2020-05-11,Dark Pink,1288
2020-05-11,Dark Purple,144
2020-05-11,Dark Red,1908
2020-05-11,Dark Turquoise,325
2020-05-11,Dark Yellow,651
2020-05-11,Gold,2785
2020-05-11,Green,2858
2020-05-11,Greenish Khaki,8243
2020-05-11,Grey,4475
2020-05-11,Greyish Beige,274
2020-05-11,Light Beige,13318
2020-05-11,Light Blue,10954
2020-05-11,Light Green,3368
2020-05-11,Light Grey,2384
2020-05-11,Light Orange,3579
2020-05-11,Light Pink,8877
2020-05-11,Light Purple,5344
2020-05-11,Light Red,478
2020-05-11,Light Turquoise,714
2020-05-11,Light Yellow,4070
2020-05-11,Off White,8580
2020-05-11,Orange,1288
2020-05-11,Other,52
2020-05-11,Other Blue,32
2020-05-11,Other Green,183
2020-05-11,Other Orange,392
2020-05-11,Other Pink,1263
2020-05-11,Other Purple,56
2020-05-11,Other Red,24
2020-05-11,Other Yellow,339
2020-05-11,Pink,4924
2020-05-11,Purple,102
2020-05-11,Red,7163
2020-05-11,Silver,997
2020-05-11,Transparent,54
2020-05-11,Turquoise,273
2020-05-11,White,39422
2020-05-11,Yellow,3001
2020-05-11,Yellowish Brown,2467
2020-05-18,Beige,12559
2020-05-18,Black,111428
2020-05-18,Blue,14350
2020-05-18,Bronze/Copper,109
2020-05-18,Dark Beige,3132
2020-05-18,Dark Blue,17737
2020-05-18,Dark Green,10465
2020-05-18,Dark Grey,5094
2020-05-18,Dark Orange,4376
2020-05-18,Dark Pink,2291
2020-05-18,Dark Purple,207
2020-05-18,Dark Red,2476
2020-05-18,Dark Turquoise,907
2020-05-18,Dark Yellow,994
2020-05-18,Gold,2895
2020-05-18,Green,4411
2020-05-18,Greenish Khaki,12149
2020-05-18,Grey,5948
2020-05-18,Greyish Beige,325
2020-05-18,Light Beige,18871
2020-05-18,Light Blue,12732
2020-05-18,Light Green,4437
2020-05-18,Light Grey,2821
2020-05-18,Light Orange,5126
2020-05-18,Light Pink,13006
2020-05-18,Light Purple,3883
2020-05-18,Light Red,450
2020-05-18,Light Turquoise,915
2020-05-18,Light Yellow,6653
2020-05-18,Off White,12303
2020-05-18,Orange,2005
2020-05-18,Other,68
2020-05-18,Other Blue,35
2020-05-18,Other Green,267
2020-05-18,Other Orange,685
2020-05-18,Other Pink,1652
2020-05-18,Other Purple,35
2020-05-18,Other Red,55
2020-05-18,Other Turquoise,3
2020-05-18,Other Yellow,756
2020-05-18,Pink,6744
2020-05-18,Purple,151
2020-05-18,Red,9820
2020-05-18,Silver,1221
2020-05-18,Transparent,80
2020-05-18,Turquoise,617
2020-05-18,Unknown,1
2020-05-18,White,49297
2020-05-18,Yellow,4245
2020-05-18,Yellowish Brown,3849
2020-05-25,Beige,11819
2020-05-25,Black,114111
2020-05-25,Blue,15294
2020-05-25,Bronze/Copper,129
2020-05-25,Dark Beige,3306
2020-05-25,Dark Blue,18419
2020-05-25,Dark Green,10583
2020-05-25,Dark Grey,5213
2020-05-25,Dark Orange,4549
2020-05-25,Dark Pink,1999
2020-05-25,Dark Purple,175
2020-05-25,Dark Red,2675
2020-05-25,Dark Turquoise,1075
2020-05-25,Dark Yellow,956
2020-05-25,Gold,3079
2020-05-25,Green,4188
2020-05-25,Greenish Khaki,12779
2020-05-25,Grey,5522
2020-05-25,Greyish Beige,349
2020-05-25,Light Beige,18969
2020-05-25,Light Blue,13593
2020-05-25,Light Green,2683
2020-05-25,Light Grey,2834
2020-05-25,Light Orange,6808
2020-05-25,Light Pink,13159
2020-05-25,Light Purple,2444
2020-05-25,Light Red,457
2020-05-25,Light Turquoise,974
2020-05-25,Light Yellow,4791
2020-05-25,Off White,13855
2020-05-25,Orange,2218
2020-05-25,Other,59
2020-05-25,Other Blue,56
2020-05-25,Other Green,337
2020-05-25,Other Orange,826
2020-05-25,Other Pink,1872
2020-05-25,Other Purple,70
2020-05-25,Other Red,73
2020-05-25,Other Turquoise,3
2020-05-25,Other Yellow,981
2020-05-25,Pink,7685
2020-05-25,Purple,657
2020-05-25,Red,9819
2020-05-25,Silver,1216
2020-05-25,Transparent,105
2020-05-25,Turquoise,859
2020-05-25,Unknown,2
2020-05-25,White,51286
2020-05-25,Yellow,4879
2020-05-25,Yellowish Brown,3622
2020-06-01,Beige,9950
2020-06-01,Black,95765
2020-06-01,Blue,13067
2020-06-01,Bronze/Copper,105
2020-06-01,Dark Beige,2736
2020-06-01,Dark Blue,15421
2020-06-01,Dark Green,8397
2020-06-01,Dark Grey,4477
2020-06-01,Dark Orange,3370
2020-06-01,Dark Pink,1770
2020-06-01,Dark Purple,106
2020-06-01,Dark Red,2374
2020-06-01,Dark Turquoise,969
2020-06-01,Dark Yellow,706
2020-06-01,Gold,2604
2020-06-01,Green,3448
2020-06-01,Greenish Khaki,10420
2020-06-01,Grey,4867
2020-06-01,Greyish Beige,331
2020-06-01,Light Beige,17275
2020-06-01,Light Blue,11931
2020-06-01,Light Green,2348
2020-06-01,Light Grey,2799
2020-06-01,Light Orange,5772
2020-06-01,Light Pink,10563
2020-06-01,Light Purple,2341
2020-06-01,Light Red,313
2020-06-01,Light Turquoise,1097
2020-06-01,Light Yellow,3989
2020-06-01,Off White,12118
2020-06-01,Orange,1835
2020-06-01,Other,66
2020-06-01,Other Blue,56
2020-06-01,Other Green,337
2020-06-01,Other Orange,584
2020-06-01,Other Pink,1385
2020-06-01,Other Purple,70
2020-06-01,Other Red,63
2020-06-01,Other Turquoise,2
2020-06-01,Other Yellow,751
2020-06-01,Pink,5801
2020-06-01,Purple,216
2020-06-01,Red,7044
2020-06-01,Silver,1092
2020-06-01,Transparent,105
2020-06-01,Turquoise,870
2020-06-01,Unknown,2
2020-06-01,White,42417
2020-06-01,Yellow,3887
2020-06-01,Yellowish Brown,3247
2020-06-08,Beige,9223
2020-06-08,Black,87717
2020-06-08,Blue,10958
2020-06-08,Bronze/Copper,78
2020-06-08,Dark Beige,2242
2020-06-08,Dark Blue,13367
2020-06-08,Dark Green,7361
2020-06-08,Dark Grey,4160
2020-06-08,Dark Orange,3119
2020-06-08,Dark Pink,1394
2020-06-08,Dark Purple,113
2020-06-08,Dark Red,2211
2020-06-08,Dark Turquoise,733
2020-06-08,Dark Yellow,554
2020-06-08,Gold,2558
2020-06-08,Green,2854
2020-06-08,Greenish Khaki,9539
2020-06-08,Grey,4353
2020-06-08,Greyish Beige,284
2020-06-08,Light Beige,15637
2020-06-08,Light Blue,10455
2020-06-08,Light Green,1826
2020-06-08,Light Grey,2507
2020-06-08,Light Orange,4232
2020-06-08,Light Pink,9854
2020-06-08,Light Purple,2093
2020-06-08,Light Red,258
2020-06-08,Light Turquoise,1062
2020-06-08,Light Yellow,4010
2020-06-08,Off White,9100
2020-06-08,Orange,1599
2020-06-08,Other,85
2020-06-08,Other Blue,56
2020-06-08,Other Green,302
2020-06-08,Other Orange,756
2020-06-08,Other Pink,1031
2020-06-08,Other Purple,51
2020-06-08,Other Red,50
2020-06-08,Other Turquoise,1
2020-06-08,Other Yellow,735
2020-06-08,Pink,5500
2020-06-08,Purple,213
2020-06-08,Red,5865
2020-06-08,Silver,1149
2020-06-08,Transparent,83
2020-06-08,Turquoise,688
2020-06-08,Unknown,4
2020-06-08,White,37825
2020-06-08,Yellow,3463
2020-06-08,Yellowish Brown,2787
2020-06-15,Beige,15747
2020-06-15,Black,138444
2020-06-15,Blue,18536
2020-06-15,Bronze/Copper,99
2020-06-15,Dark Beige,4512
2020-06-15,Dark Blue,24657
2020-06-15,Dark Green,11166
2020-06-15,Dark Grey,6396
2020-06-15,Dark Orange,5933
2020-06-15,Dark Pink,3314
2020-06-15,Dark Purple,507
2020-06-15,Dark Red,3020
2020-06-15,Dark Turquoise,1079
2020-06-15,Dark Yellow,1311
2020-06-15,Gold,3727
2020-06-15,Green,4841
2020-06-15,Greenish Khaki,17090
2020-06-15,Grey,6668
2020-06-15,Greyish Beige,518
2020-06-15,Light Beige,28775
2020-06-15,Light Blue,17407
2020-06-15,Light Green,2921
2020-06-15,Light Grey,3577
2020-06-15,Light Orange,7187
2020-06-15,Light Pink,18397
2020-06-15,Light Purple,3711
2020-06-15,Light Red,381
2020-06-15,Light Turquoise,1416
2020-06-15,Light Yellow,6236
2020-06-15,Off White,16290
2020-06-15,Orange,3016
2020-06-15,Other,179
2020-06-15,Other Blue,79
2020-06-15,Other Green,351
2020-06-15,Other Orange,1011
2020-06-15,Other Pink,1608
2020-06-15,Other Purple,180
2020-06-15,Other Red,115
2020-06-15,Other Yellow,825
2020-06-15,Pink,8623
2020-06-15,Purple,399
2020-06-15,Red,8723
2020-06-15,Silver,1438
2020-06-15,Transparent,71
2020-06-15,Turquoise,1773
2020-06-15,Unknown,2
2020-06-15,White,71460
2020-06-15,Yellow,7789
2020-06-15,Yellowish Brown,5819
2020-06-22,Beige,16620
2020-06-22,Black,161281
2020-06-22,Blue,22503
